TagName	Sprache	Uebersetzung	creation date yyyymmdd	Position
LangTagHello	plk	Cze??	date20040128	
x			date20040129	
LangTagFNTotalAmount	deu	Rechnungsbetrag	date20040129	
LangTagFNTotalAmount	esp	Importe de la factura	date20040129	
LangTagFNTotalAmount	plk	Suma rachunku	date20040129	
x			date20040129	
LangTagFNFieldTotalAmount	deu	Rechnungsbetrag	date20040129	
LangTagFNFieldTotalAmount	esp	Importe de la factura	date20040129	
LangTagFNFieldTotalAmount	plk	Suma rachunku	date20040129	
				
LangTagOrderContinue	deu	Bestellung fortsetzen	date20040129	
LangTagOrderContinue	esp	Continuar pedido	date20040129	
LangTagOrderContinue	plk	Kontynuowa? zamówienie	date20040129	
				
LangTagCashDiscount	deu	Skonto	date20040129	
LangTagCashDiscount	esp	Descuento	date20040129	
LangTagCashDiscount	plk	Skonto	date20040129	
				
LangTagWorldPayPayment	deu	WorldPay Bezahlung OK?	date20040129	
LangTagWorldPayPayment	esp	¿Pago WorldPay OK?	date20040129	
LangTagWorldPayPayment	plk	Zap?ata WorldPay OK?	date20040129	
				
LangTagPaymentSelection	deu	Zurück zur Zahlungsartauswahl	date20040129	
LangTagPaymentSelection	esp	Atrás a selección de modo de pago	date20040129	
LangTagPaymentSelection	plk	Spowrotem do wyboru p?atno?ci	date20040129	
				
LangTagFieldCustomerNR	deu	KundenNr	date20040129	
LangTagFieldCustomerNR	esp	Cliente N°	date20040129	
LangTagFieldCustomerNR	plk	Nr. Klienta	date20040129	
			date20040130	
LangTagFNFieldCustomerNR	deu	KundenNr	date20040130	
LangTagFNFieldCustomerNR	esp	Cliente N°	date20040130	
LangTagFNFieldCustomerNR	plk	Nr Klienta	date20040130	
			date20040131	
LangTagTextSaveData	deu	Eingegebene Formulardaten speichern.<br />(Die Daten werden als Cookie abgespeichert.)	date20040131	Tabellenüberschrift buy3.htm
LangTagTextSaveData	esp	Guardar datos de formulario (Datos son guardados en un Cookie)	date20040131	
LangTagTextSaveData	plk	Zapisa? dane formularza (Dane zostan? zapisane jako Cookie)	date20040131	
			date20040201	
LangTagFrom	deu	ab	date20040201	
LangTagFrom	esp	min.	date20040201	
LangTagFrom	plk	min.	date20040201	
				
LangTextFieldCustomerNrLogin	deu	Kundennummer	date20040201	
LangTextFieldCustomerNrLogin	esp	Cliente N°	date20040201	
LangTextFieldCustomerNrLogin	plk	Nr Klienta	date20040201	
				
LangTextFNFieldCustomerNrLogin	deu	Kundennummer	date20040201	
LangTextFNFieldCustomerNrLogin	esp	Cliente N°	date20040201	
LangTextFNFieldCustomerNrLogin	plk	Nr Klienta	date20040201	
			date20040201	
LangTagCrossSellingText	deu	Zu diesem Artikel passen auch folgende Produkte	date20040201	
LangTagCrossSellingText	esp	Los siguientes productos vienen bien con este artículo	date20040201	
LangTagCrossSellingText	plk	Do tego artyku?u pasuj? te? nast?puj?ce artyku?y	date20040201	
			date20040207	
LangTagFieldLastNameSender	deu	Absender	date20040207	
LangTagFieldLastNameSender	esp	Remitente	date20040207	
LangTagFieldLastNameSender	plk	Nadawca	date20040207	
LangTagCashInclude	esp	incl.	date20040224	
LangTagIncluded	esp	incl.	date20040213	
x			date20040214	
LangTagItemNumber	deu	Artikelnummer	date20040302	
LangTagItemNumber	eng	ProductNo	date20040302	
LangTagItemNumber	esp	Número de artículo	date20040302	
//Folgende Zeile bleibt englisch		//kann vom Anwender nach Bedarf angepasst werden	date20040303	
LangTagPleaseActivateJavascript	deu	The onlineshop needs JavaScript for full functionality.<br />Please activate JavaScript in your browser settings.<br />	date20040304	
LangTagPleaseActivateJavascript	eng	The onlineshop needs JavaScript for full functionality.<br />Please activate JavaScript in your browser settings.<br />	date20040304	
LangTagPleaseActivateJavascript	esp	El onlineshop precisa de JavaScript para funcionar correctamente.<br />Por favor active JavaScript en las configuraciones de su browser.<br />	date20040304	
			date20040305	
x			date20040215	
LangTagFieldShippingTitle	deu	Abweichende Lieferadresse	date20040325	
LangTagFieldShippingTitle	eng	Delivery Address	date20040325	
LangTagFieldShippingTitle	esp	Dirección de entrega	date20040325	
LangTagFieldShippingFirstName	deu	Vorname	date20040325	
LangTagFieldShippingFirstName	eng	First Name	date20040325	
LangTagFieldShippingFirstName	esp	Nombre	date20040325	
LangTagFNFieldShippingFirstName	deu	LieferVorname	date20040325	
LangTagFNFieldShippingFirstName	eng	DeliveryFirstName	date20040325	
LangTagFNFieldShippingFirstName	esp	Entrega Nombre	date20040325	
LangTagFieldShippingLastName	deu	Nachname	date20040325	
LangTagFieldShippingLastName	eng	Last Name	date20040325	
LangTagFieldShippingLastName	esp	Apellido	date20040325	
LangTagFNFieldShippingLastName	deu	LieferNachname	date20040325	
LangTagFNFieldShippingLastName	eng	DeliveryLastName	date20040325	
LangTagFNFieldShippingLastName	esp	Entrega Apellido	date20040325	
LangTagFieldShippingStreet	deu	Straße	date20040325	
LangTagFieldShippingStreet	eng	Address	date20040325	
LangTagFieldShippingStreet	esp	Calle	date20040325	
LangTagFNFieldShippingStreet	deu	LieferStrasse	date20040325	
LangTagFNFieldShippingStreet	eng	DeliveryAddress	date20040325	
LangTagFNFieldShippingStreet	esp	Entrega Calle	date20040325	
LangTagFieldShippingCity	deu	Stadt	date20040325	
LangTagFieldShippingCity	eng	Town/City	date20040325	
LangTagFieldShippingCity	esp	Ciudad	date20040325	
LangTagFNFieldShippingCity	deu	LieferStadt	date20040325	
LangTagFNFieldShippingCity	eng	DeliveryCity	date20040325	
LangTagFNFieldShippingCity	esp	EntregaCiudad	date20040325	
LangTagFieldShippingZipCode	deu	PLZ	date20040325	
LangTagFieldShippingZipCode	eng	Postcode/Zipcode	date20040325	
LangTagFieldShippingZipCode	esp	Código postal	date20040325	
LangTagFNFieldShippingZipCode	deu	LieferPLZ	date20040325	
LangTagFNFieldShippingZipCode	eng	DeliveryPostcode_Zipcode	date20040325	
LangTagFNFieldShippingZipCode	esp	Entrega/Codigo postal	date20040325	
LangTagFNIclearDiscount	deu	Rabatt	date20040326	
LangTagFNIclearDiscount	eng	Discount	date20040326	
LangTagFNIclearDiscount	esp	Descuento	date20040326	
LangTagIclearDiscount	deu	Rabatt	date20040326	
LangTagIclearDiscount	eng	Discount	date20040326	
LangTagIclearDiscount	esp	Descuento	date20040326	
LangTagFNIclearPostage	deu	Versandkosten	date20040326	
LangTagFNIclearPostage	eng	DeliveryCharges	date20040326	
LangTagFNIclearPostage	esp	Gastos de envío	date20040326	
LangTagIclearPostage	deu	Versandkosten	date20040326	
LangTagIclearPostage	eng	Delivery charges	date20040326	
LangTagIclearPostage	esp	Gastos de envío	date20040326	
//  GS ShopBuilder, Copyright (c) 2004 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!				
x				
x				
x				
LangTagNoFrames	deu	deutsch	Date20040926	
LangTagNoFrames	eng	english	Date20040926	
LangTagNoFrames	esp	español	Date20040926	
LangTagBillingAddress	deu	Rechnungsanschrift	Date20041202	
LangTagBillingAddress	eng	Billing address	Date20041202	
LangTagBillingAddress	esp	Dirección	Date20041202	
LangTagFieldShippingAddress2	deu	Adressenzusatz	Date20041202	
LangTagFieldShippingAddress2	eng	Address 2	Date20041202	
LangTagFieldShippingAddress2	esp	Dirreción 2	Date20041202	
LangTagFieldShippingCompany	deu	Lieferfirma	Date20041202	
LangTagFieldShippingCompany	eng	Shipping company	Date20041202	
LangTagFieldShippingCompany	esp	Empresa transportista	Date20041202	
LangTagFieldShippingEmail	deu	Lieferemail	Date20041202	
LangTagFieldShippingEmail	eng	ShippingEmail	Date20041202	
LangTagFieldShippingEmail	esp	Email	Date20041202	
LangTagFNFieldShippingAddress2	deu	LieferAdressenZusatz	Date20041202	
LangTagFNFieldShippingAddress2	eng	ShippingAddress2_	Date20041202	
LangTagFNFieldShippingAddress2	esp	DirecciónEnvío2_	Date20041202	
LangTagFNFieldShippingCompany	deu	Lieferfirma	Date20041202	
LangTagFNFieldShippingCompany	eng	ShippingCompany	Date20041202	
LangTagFNFieldShippingCompany	esp	Empresa Transportista	Date20041202	
LangTagFNFieldShippingFax	deu	Lieferfax	Date20041202	
LangTagFNFieldShippingFax	eng	ShippingFax	Date20041202	
LangTagFNFieldShippingFax	esp	Fax Envío	Date20041202	
LangTagFNFieldShippingState	deu	Lieferland	Date20041202	
LangTagFNFieldShippingState	eng	ShippingState	Date20041202	
LangTagFNFieldShippingState	esp	País Envío	Date20041202	
LangTagFNFieldShippingTelefon	deu	LieferTelefon	Date20041202	
LangTagFNFieldShippingTelefon	eng	ShippingTelefon	Date20041202	
LangTagFNFieldShippingTelefon	esp	TeléfonoEnvío	Date20041202	
LangTagShippingAddress	deu	Lieferanschrift	Date20041202	
LangTagShippingAddress	eng	Shipping address	Date20041202	
LangTagShippingAddress	esp	Dirección de envío	Date20041202	
LangTagShippingFieldEmail	deu	Lieferemail	Date20041202	
LangTagShippingFieldEmail	eng	Shipping email	Date20041202	
LangTagShippingFieldEmail	esp	Email envío	Date20041202	
LangTagShippingFieldFax	deu	Lieferfax	Date20041202	
LangTagShippingFieldFax	eng	Shipping fax	Date20041202	
LangTagShippingFieldFax	esp	Fax envío	Date20041202	
LangTagShippingFieldPhone	deu	Telefon	Date20041202	
LangTagShippingFieldPhone	eng	Shipping phone	Date20041202	
LangTagShippingFieldPhone	esp	Teléfono envío	Date20041202	
LangTagShippingFieldState	deu	Lieferland	Date20041202	
LangTagShippingFieldState	eng	Shipping country	Date20041202	
LangTagShippingFieldState	esp	País envío	Date20041202	
LangTagTextAddressArea	deu	Länderzone	Date20041206	
LangTagTextAddressArea	eng	Address area	Date20041206	
LangTagTextAddressArea	esp	Área	Date20041206	
LangTagTextPaymentAddressArea	deu	Länderzone (Rechnung)	Date20041206	
LangTagTextPaymentAddressArea	eng	Billing to	Date20041206	
LangTagTextPaymentAddressArea	esp	Àrea de países (Factura)	Date20041206	
LangTagTextShippingAddressArea	deu	Versandgebiet	Date20041206	
LangTagTextShippingAddressArea	eng	Shipping to	Date20041206	
LangTagTextShippingAddressArea	esp	Àrea del envío	Date20041206	
LangTagInfoPage	deu	Info	date20041207	LinkMenü/Tabellenüberschrift
LangTagInfoPage	eng	Info	date20041207	
LangTagInfoPage	esp	Información	date20041207	
LangTagInfoTitleNews	deu	News	date20041207	LinkMenü/Tabellenüberschrift
LangTagInfoTitleNews	eng	News	date20041207	
LangTagInfoTitleNews	esp	News	date20041207	
LangTagSearchAllWordsAnd	deu	Alle Wörter (AND)	date20041207	
LangTagSearchAllWordsAnd	eng	All words (AND)	date20041207	
LangTagSearchAllWordsAnd	esp	Todas las palabras (AND)	date20041207	
LangTagSearchOneWordOr	deu	Ein Wort (OR)	date20041207	
LangTagSearchOneWordOr	eng	One Word (OR)	date20041207	
LangTagSearchOneWordOr	esp	Una palabra (OR)	date20041207	
LangTagFieldBuy2Message	deu	Weitere Nachricht	date20041209	
LangTagFieldBuy2Message	eng	Your message	date20041209	
LangTagFieldBuy2Message	esp	Otro mesaje	date20041209	
LangTagFieldEmailFormat	deu	Gewünschtes Format der Bestätigungsemail	date20041209	
LangTagFieldEmailFormat	eng	Email format	date20041209	
LangTagFieldEmailFormat	esp	Formato del email	date20041209	
LangTagFieldTellMessage	deu	Weitere Nachricht?	date20041209	
LangTagFieldTellMessage	eng	Your message	date20041209	
LangTagFieldTellMessage	esp	¿Otro mensaje?	date20041209	
LangTagFNFieldBuy2Message	deu	Nachricht	date20041209	
LangTagFNFieldBuy2Message	eng	Message	date20041209	
LangTagFNFieldBuy2Message	esp	Mensaje	date20041209	
LangTagFNFieldEmailFormat	deu	EmailFormat	date20041209	
LangTagFNFieldEmailFormat	eng	EmailFormat	date20041209	
LangTagFNFieldEmailFormat	esp	Formato del email	date20041209	
LangTagFNFieldShippingFormToAddress	deu	LieferAnrede	date20041209	
LangTagFNFieldShippingFormToAddress	eng	ShippingFormToAddress	date20041209	
LangTagFNFieldShippingFormToAddress	esp	TratoParaDirecciónEnvío	date20041209	
LangTagMr	deu	Herr	date20041209	
LangTagMr	eng	Mr	date20041209	
LangTagMr	esp	Señor	date20041209	
LangTagMrs	deu	Frau	date20041209	
LangTagMrs	eng	Mrs	date20041209	
LangTagMrs	esp	Señora	date20041209	
LangTagErrorMissingRootPathFile	deu	Web-Server-Fehler - missing root path file!	date20041210	
LangTagErrorMissingRootPathFile	eng	Web-server-error - missing root path file!!	date20041210	
LangTagErrorMissingRootPathFile	esp	Error-de-web-server - ¡¡falta fichero de enrutamiento!!	date20041210	
LangTagFieldPID	deu	AuftragsNr	date20041213	
LangTagFieldPID	eng	OderNo	date20041213	
LangTagFieldPID	esp	Número de orden	date20041213	
LangTagFNFieldCashDiscountPercent	deu	Skonto	date20041213	
LangTagFNFieldCashDiscountPercent	eng	Discount	date20041213	
LangTagFNFieldCashDiscountPercent	esp	Descuento	date20041213	
LangTagFNFieldDelivery	deu	Versandart	date20041213	
LangTagFNFieldDelivery	eng	DeliveryMode	date20041213	
LangTagFNFieldDelivery	esp	Modo de la entrega	date20041213	
LangTagFNFieldLocDiscount	deu	Rabatt	date20041213	
LangTagFNFieldLocDiscount	eng	Discount	date20041213	
LangTagFNFieldLocDiscount	esp	Discuento	date20041213	
LangTagFNFieldLocTotal	deu	Summe	date20041213	
LangTagFNFieldLocTotal	eng	OrderTotal	date20041213	
LangTagFNFieldLocTotal	esp	Orden total	date20041213	
LangTagFNFieldLongVat	deu	MwSt	date20041213	
LangTagFNFieldLongVat	eng	VAT	date20041213	
LangTagFNFieldLongVat	esp	I.V.A.	date20041213	
LangTagFNFieldPayment	deu	Zahlungsart	date20041213	
LangTagFNFieldPayment	eng	Payment	date20041213	
LangTagFNFieldPayment	esp	Forma de pago	date20041213	
LangTagFNFieldPaymentCharge	deu	Gebühr	date20041213	
LangTagFNFieldPaymentCharge	eng	Charge	date20041213	
LangTagFNFieldPaymentCharge	esp	Tasa	date20041213	
LangTagFNFieldPID	deu	Auftragsnummer	date20041213	
LangTagFNFieldPID	eng	Ordernumber	date20041213	
LangTagFNFieldPID	esp	Número orden	date20041213	
LangTagFNFieldPostage	deu	Versandkosten	date20041213	
LangTagFNFieldPostage	eng	DeliveryCharges	date20041213	
LangTagFNFieldPostage	esp	Gastos de Envío	date20041213	
LangTagFNFieldQuantity	deu	Menge	date20041213	
LangTagFNFieldQuantity	eng	Quantity	date20041213	
LangTagFNFieldQuantity	esp	Cantidad	date20041213	
LangTagFNFieldSender	deu	Absender	date20041213	
LangTagFNFieldSender	eng	Sender	date20041213	
LangTagFNFieldSender	esp	Remitente	date20041213	
LangTagFNFieldShippingAddressArea	deu	Versandgebiet	date20041213	
LangTagFNFieldShippingAddressArea	eng	ShippingTo	date20041213	
LangTagFNFieldShippingAddressArea	esp	Área de entrega	date20041213	
LangTagFNFieldShortVat	deu	MwSt	date20041213	
LangTagFNFieldShortVat	eng	VAT	date20041213	
LangTagFNFieldShortVat	esp	I.V.A.	date20041213	
LangTagFNFieldTextItem	deu	Artikel	date20041213	
LangTagFNFieldTextItem	eng	Items	date20041213	
LangTagFNFieldTextItem	esp	Artículos	date20041213	
LangTagFNFieldTextUnitPrice	deu	Einzelpreis	date20041213	
LangTagFNFieldTextUnitPrice	eng	UnitPrice	date20041213	
LangTagFNFieldTextUnitPrice	esp	Precio unidad	date20041213	
LangTagFNFieldTotalPrice	deu	Gesamtpreis	date20041213	
LangTagFNFieldTotalPrice	eng	TotalPrice	date20041213	
LangTagFNFieldTotalPrice	esp	Precio Total	date20041213	
LangTagAddress	deu	Anschrift	date20041215	
LangTagAddress	eng	Address	date20041215	
LangTagAddress	esp	Dirección	date20041215	
LangTagEmailFormatText	deu	Text	date20041215	
LangTagEmailFormatText	eng	Text	date20041215	
LangTagEmailFormatText	esp	Texto	date20041215	
LangTagName	deu	Name	date20041215	
LangTagName	eng	Name	date20041215	
LangTagName	esp	Nombre	date20041215	
LangTagWeightUnit	deu	kg	date20041220	
LangTagWeightUnit	eng	kg	date20041220	
LangTagWeightUnit	esp	kgs	date20041220	
LangTagFieldFirmVATId	deu	UstID	date20041221	
LangTagFieldFirmVATId	eng	Tax Number	date20041221	
LangTagFieldFirmVATId	esp	N.I.F. / C.I.F.	date20041221	
LangTagFNFieldFirmVATId	deu	UstID	date20041221	
LangTagFNFieldFirmVATId	eng	TaxNumber	date20041221	
LangTagFNFieldFirmVATId	esp	NIF	date20041221	
LangTagNoVariantDetail	deu	Zu dieser Variante ist keine Detailseite vorhanden.	date20050104	
LangTagNoVariantDetail	eng	No detail page available for this variant.	date20050104	
LangTagNoVariantDetail	esp	Ninguna página de detalles disponible para esta variante.	date20050104	
LangTagTextPreview	deu	Template-Vorschau	date20050104	
LangTagTextPreview	eng	Template preview	date20050104	
LangTagTextPreview	esp	Template	date20050104	
LangTagFNFieldSubTotal	deu	Zwischensumme	date20050106	
LangTagFNFieldSubTotal	eng	Subtotal	date20050106	
LangTagFNFieldSubTotal	esp	Subtotal	date20050106	
LangTagFNSubTotal	deu	Zwischensumme	date20050106	
LangTagFNSubTotal	eng	Subtotal	date20050106	
LangTagFNSubTotal	esp	Subtotal	date20050106	
LangTagTextGoodsValue	deu	Warenwert	date20050111	
LangTagTextGoodsValue	eng	Goods value	date20050111	
LangTagTextGoodsValue	esp	Valor	date20050111	
LangTagAdressData	deu	Adressdaten	date20050112	
LangTagAdressData	eng	Address Data	date20050112	
LangTagAdressData	esp	Datos personales	date20050112	
LangTagChangeAddress	deu	Adressdaten ändern	date20050112	
LangTagChangeAddress	eng	Change Address Data	date20050112	
LangTagChangeAddress	esp	Cambiar los datos personales	date20050112	
LangTagSave	deu	Speichern	date20050112	
LangTagSave	eng	Save	date20050112	
LangTagSave	esp	Guardar	date20050112	
LangTagTextAdressData	deu	Sie haben hier die Möglichkeit, Ihre bei uns gespeicherten Adressdaten zu ändern. <br />Ändern Sie Ihre Angaben und klicken Sie anschließend auf "Speichern". <br />Die mit * gekennzeichneten Felder sind zwingend auszufüllen.	date20050112	
LangTagTextAdressData	eng	You may change here your address data saved on our database server. <br />* fields must be filled	date20050112	
LangTagTextAdressData	esp	Aquí podrá usted rectificar sus datos personales. <br /> Rectifique los datos que desée y seguidamente pulse sobre "guardar" <br /> Los campos marcados con un * son obligatorios	date20050112	
LangTagTextLogin	deu	Kundenlogin	date20050112	
LangTagTextLogin	eng	Login	date20050112	
LangTagTextLogin	esp	Login	date20050112	
LangTagTextLogout	deu	Logout	date20050112	
LangTagTextLogout	eng	Logout	date20050112	
LangTagTextLogout	esp	Logout	date20050112	
LangTagTextPassword	deu	Passwort	date20050112	
LangTagTextPassword	eng	Password	date20050112	
LangTagTextPassword	esp	Contraseña	date20050112	
LangTagTextUser	deu	Benutzername	date20050112	
LangTagTextUser	eng	User	date20050112	
LangTagTextUser	esp	Usuario	date20050112	
LangTagTextLoginError	deu	Login fehlgeschlagen.	date20050113	
LangTagTextLoginError	eng	Login failed	date20050113	
LangTagTextLoginError	esp	La conexión falló	date20050113	
LangTagTextLoginWelcome	deu	Willkommen	date20050113	
LangTagTextLoginWelcome	eng	Welcome	date20050113	
LangTagTextLoginWelcome	esp	Bienvenidos	date20050113	
LangTagDescription	deu	Beschreibung	date20050114	
LangTagDescription	eng	Description	date20050114	
LangTagDescription	esp	Descripción	date20050114	
LangTagManufacturer	deu	Hersteller	date20050114	
LangTagManufacturer	eng	Manufacturer	date20050114	
LangTagManufacturer	esp	Fabricante	date20050114	
LangTagRequest	deu	Anfrage	date20050114	
LangTagRequest	eng	Request	date20050114	
LangTagRequest	esp	Solicitud	date20050114	
LangTagRequestFormular	deu	Abfrageformular	date20050114	
LangTagRequestFormular	eng	Request Formular	date20050114	
LangTagRequestFormular	esp	Formulario de solicitud	date20050114	
LangTagRequestSubmit	deu	Anfrage abschicken	date20050114	
LangTagRequestSubmit	eng	Submit Request	date20050114	
LangTagRequestSubmit	esp	Enviar solicitud	date20050114	
LangTagRequestText	deu	2. Bitte füllen Sie das folgende Anfrageformular aus (*Felder bitte unbedingt angeben) und drücken Sie den 'Anfrage abschicken' Knopf.	date20050114	
LangTagRequestText	eng	2. Please enter the information below (*text fields are required). To complete your request click on 'Submit Request'.	date20050114	
LangTagRequestText	esp	2. Por favor cumplimente el siguiente formulario de solicitud (*campos obligatorios). Para concluir su solicitud pulse sobre 'Enviar solicitud'.	date20050114	
LangTagTextChangePassword	deu	Passwort ändern	date20050114	
LangTagTextChangePassword	eng	Change Password	date20050114	
LangTagTextChangePassword	esp	Cambiar la contraseña	date20050114	
LangTagTextPasswordNew	deu	Neues Password	date20050114	
LangTagTextPasswordNew	eng	New Password	date20050114	
LangTagTextPasswordNew	esp	Nueva contraseña	date20050114	
LangTagTextPasswordOld	deu	Altes Passwort	date20050114	
LangTagTextPasswordOld	eng	Old Password	date20050114	
LangTagTextPasswordOld	esp	Antigua contraseña	date20050114	
LangTagTextRepetition	deu	Wiederholung des Passworts	date20050114	
LangTagTextRepetition	eng	Repeat Password	date20050114	
LangTagTextRepetition	esp	Repetir contraseña	date20050114	
LangTagMsgChangePasswordEmptyPasswordError	deu	Das Passwort sollte mindestens 6 Zeichen enthalten.	date20050116	
LangTagMsgChangePasswordEmptyPasswordError	eng	Password too short (min. 6 characters).	date20050116	
LangTagMsgChangePasswordEmptyPasswordError	esp	Contraseña demasiado corta (min. 6 caracteres).	date20050116	
LangTagMsgChangePasswordNotFoundError	deu	Passwort nicht gefunden.	date20050116	
LangTagMsgChangePasswordNotFoundError	eng	Password not found.	date20050116	
LangTagMsgChangePasswordNotFoundError	esp	Contraseña no encontrada.	date20050116	
LangTagMsgChangePasswordRepetitionError	deu	Falsches Passwort.	date20050116	
LangTagMsgChangePasswordRepetitionError	eng	Wrong password.	date20050116	
LangTagMsgChangePasswordRepetitionError	esp	Contraseña incorrecta.	date20050116	
LangTagMsgChangePasswordSuccess	deu	Passwort ist geändert.	date20050116	
LangTagMsgChangePasswordSuccess	eng	Password was changed.	date20050116	
LangTagMsgChangePasswordSuccess	esp	La contraseña ha sido cambiada.	date20050116	
LangTagMsgChangePasswordUpdateError	deu	Fehler beim Ändern.	date20050116	
LangTagMsgChangePasswordUpdateError	eng	Password update error.	date20050116	
LangTagMsgChangePasswordUpdateError	esp	Error al rectificar la contraseña	date20050116	
				
LangTagSearchProductGroups	deu	Warengruppe(n)	date20050126	
LangTagSearchProductGroups	eng	product group(s)	date20050126	
LangTagSearchProductGroups	esp	Categoría(s)	date20050126	
LangTagOpenAll	deu	alle öffnen	date20050126	
LangTagOpenAll	eng	open all	date20050126	
LangTagOpenAll	esp	abrir todas	date20050126	
LangTagCloseAll	deu	alle schließen	date20050126	
LangTagCloseAll	eng	close all	date20050126	
LangTagCloseAll	esp	cerrar todas	date20050126	
				
				
LangTagLastViewedItem	deu	Angesehene Artikel	date20050310	
LangTagLastViewedItem	eng	Last viewed items	date20050310	
LangTagLastViewedItem	esp	Artículos anteriormente vistos	date20050310	
LangTagLastItem	deu	Artikel	date20050310	
LangTagLastItem	eng	Item	date20050310	
LangTagLastItem	esp	Artículo	date20050310	
LangTagLastItemPrice	deu	Preis	date20050310	
LangTagLastItemPrice	eng	Price	date20050310	
LangTagLastItemPrice	esp	Precio	date20050310	
LangTagLastItem1	deu	Artikel	date20050310	
LangTagLastItem1	eng	Item	date20050310	
LangTagLastItem1	esp	Artículo	date20050310	
				
LangTagLogout	deu	Logout	date20050412	
LangTagLogout	eng	Logout	date20050412	
LangTagLogout	esp	Logout	date20050412	
LangTagB2BLogout	deu	Logout	date20050412	
LangTagB2BLogout	eng	Logout	date20050412	
LangTagB2BLogout	esp	Logout	date20050412	
LangTagStart	deu	Start	date20050414	
LangTagStart	eng	Start	date20050414	
LangTagStart	esp	Inicio	date20050414	
				
				
				
				
LangTagRequestGSShopBuilder	deu	Anfrage GS ShopBuilder	date20050414	
LangTagRequestGSShopBuilder	eng	Request GS ShopBuilder	date20050414	
				
LangTagRequestGSShopBuilder	esp	Solicitud GS ShopBuilder	date20050414	
				
LangTagFAQ	deu	Fragen	date20050601	
LangTagFAQ	eng	FAQ	date20050601	
LangTagFAQ	esp	Preguntas frecuentes	date20050601	
LangTagFromNew	deu	ab	date20050601	
LangTagFromNew	eng	from 	date20050601	
LangTagFromNew	esp	desde	date20050601	
LangTagGallery	deu	Galerie 	date20050601	
LangTagGallery	eng	Gallery	date20050601	
LangTagGallery	esp	Galería	date20050601	
LangTagItemUnit	deu	Einh. 	date20050601	
LangTagItemUnit	eng	Pck.	date20050601	
LangTagItemUnit	esp	Unidad	date20050601	
LangTagLinks	deu	Links 	date20050601	
LangTagLinks	eng	Links 	date20050601	
LangTagLinks	esp	Links 	date20050601	
LangTagSpecials	deu	Sonderaktionen 	date20050601	
LangTagSpecials	eng	Specials	date20050601	
LangTagSpecials	esp	Acciones especiales	date20050601	
LangTagVacations	deu	Urlaubszeiten 	date20050601	
LangTagVacations	eng	Vacations 	date20050601	
LangTagVacations	esp	Vacaciones	date20050601	
LangTagWeightTotal	deu	Warengewicht 	date20050601	
LangTagWeightTotal	eng	Net weight 	date20050601	
LangTagWeightTotal	esp	Peso del artículo	date20050601	
LangTagCookie	deu	Für unser Login sind Cookies erforderlich. Bitte aktivieren Sie Cookies in Ihren Browserseinstellungen	date20051003	
LangTagCookie	eng	Please activate Cookies in your browser settings.	date20051003	
LangTagCookie	esp	Por favor active Cookies en sus configuraciones browser	date20051003	
LangTagInclusiveVatAndExcludingDelivery	deu	inkl. MwSt. zzgl. Versandkosten	date20051003	
LangTagInclusiveVatAndExcludingDelivery	eng	inc. VAT and excluding delivery	date20051003	
LangTagInclusiveVatAndExcludingDelivery	esp	I.V.A. incluido, gastos de envío no incluidos	date20051003	
LangTagAccountData	deu	Kontodaten	date20051012	
LangTagAccountData	eng	Account data	date20051012	
LangTagAccountData	esp	Datos de cuenta	date20051012	
LangTagAutoCrossSelling	deu	Kunden, die diesen Artikel bestellt haben, haben auch bestellt...	date20051012	
LangTagAutoCrossSelling	eng	Customer, who order this article, order also...	date20051012	
LangTagAutoCrossSelling	esp	Los clientes que han pedido este artículo, también han pedido...	date20051012	
LangTagBestseller	deu	Bestseller	date20051012	
LangTagBestseller	eng	Bestseller	date20051012	
LangTagBestseller	esp	Superventas	date20051012	
LangTagCoupon	deu	Gutschein	date20051012	
LangTagCoupon	eng	coupon	date20051012	
LangTagCoupon	esp	Cupón	date20051012	
LangTagCouponCode	deu	Gutschein Code	date20051012	
LangTagCouponCode	eng	coupon code	date20051012	
LangTagCouponCode	esp	Código cupón	date20051012	
LangTagCouponText	deu	Sie haben hier die Möglichkeit Ihren Gutschein einzulösen. Tragen Sie den Gutscheincode ein und klicken Sie auf "ok".	date20051012	
LangTagCouponText	eng	You are able to honor a coupon here. Enter your coupon&#039;s number and press "ok".	date20051012	
LangTagCouponText	esp	Aquí tiene la oportunidad de validar su cupón. Introduzca el código de cupón y pulse sobre "ok"	date20051012	
LangTagExtendedSearch	deu	Suche	date20051012	
LangTagExtendedSearch	eng	Search	date20051012	
LangTagExtendedSearch	esp	Buscar	date20051012	
LangTagExtendedSearchText	deu	Die erweiterte Suche bietet Ihnen die Möglichkeit, Ihre Suche feiner einzugrenzen.	date20051012	
LangTagExtendedSearchText	eng	The extended search allows you to precise your search criteria.	date20051012	
LangTagExtendedSearchText	esp	La búsqueda extendida le permite detallar más sus criterios de búsqueda.	date20051012	
LangTagFieldDiscount	deu	Kundenrabatt	date20051012	
LangTagFieldDiscount	eng	Customer allowance	date20051012	
LangTagFieldDiscount	esp	Descuentos de cliente	date20051012	
LangTagFNFieldValue	deu	Wert	date20051012	
LangTagFNFieldValue	eng	value	date20051012	
LangTagFNFieldValue	esp	Valor	date20051012	
LangTagHonor	deu	einlösen	date20051012	
LangTagHonor	eng	honor	date20051012	
